,sentence no,sentence,word,tag
1404,57,"Along with annoying full paralysis chances, Dragonite's subpar Speed causes a wide range of Pokemon to outspeed it after paralysis",annoying,OTHER
1405,57,"Along with annoying full paralysis chances, Dragonite's subpar Speed causes a wide range of Pokemon to outspeed it after paralysis",full,OTHER
1406,57,"Along with annoying full paralysis chances, Dragonite's subpar Speed causes a wide range of Pokemon to outspeed it after paralysis",paralysis,B-STATUS
1407,57,"Along with annoying full paralysis chances, Dragonite's subpar Speed causes a wide range of Pokemon to outspeed it after paralysis","chances,",OTHER
1408,57,"Along with annoying full paralysis chances, Dragonite's subpar Speed causes a wide range of Pokemon to outspeed it after paralysis",Dragonite's,B-POKEMON
1409,57,"Along with annoying full paralysis chances, Dragonite's subpar Speed causes a wide range of Pokemon to outspeed it after paralysis",subpar,OTHER
1410,57,"Along with annoying full paralysis chances, Dragonite's subpar Speed causes a wide range of Pokemon to outspeed it after paralysis",Speed,B-STATS
1411,57,"Along with annoying full paralysis chances, Dragonite's subpar Speed causes a wide range of Pokemon to outspeed it after paralysis",causes,OTHER
1412,57,"Along with annoying full paralysis chances, Dragonite's subpar Speed causes a wide range of Pokemon to outspeed it after paralysis",a,OTHER
1413,57,"Along with annoying full paralysis chances, Dragonite's subpar Speed causes a wide range of Pokemon to outspeed it after paralysis",wide,OTHER
1414,57,"Along with annoying full paralysis chances, Dragonite's subpar Speed causes a wide range of Pokemon to outspeed it after paralysis",range,OTHER
1415,57,"Along with annoying full paralysis chances, Dragonite's subpar Speed causes a wide range of Pokemon to outspeed it after paralysis",of,OTHER
1416,57,"Along with annoying full paralysis chances, Dragonite's subpar Speed causes a wide range of Pokemon to outspeed it after paralysis",Pokemon,OTHER
1417,57,"Along with annoying full paralysis chances, Dragonite's subpar Speed causes a wide range of Pokemon to outspeed it after paralysis",to,OTHER
1418,57,"Along with annoying full paralysis chances, Dragonite's subpar Speed causes a wide range of Pokemon to outspeed it after paralysis",outspeed,OTHER
1419,57,"Along with annoying full paralysis chances, Dragonite's subpar Speed causes a wide range of Pokemon to outspeed it after paralysis",it,OTHER
1420,57,"Along with annoying full paralysis chances, Dragonite's subpar Speed causes a wide range of Pokemon to outspeed it after paralysis",after,OTHER
1421,57,"Along with annoying full paralysis chances, Dragonite's subpar Speed causes a wide range of Pokemon to outspeed it after paralysis",paralysis,B-STATUS
1422,58,"A +1 paralyzed Dragonite is outsped by defensive Landorus-T, Tyranitar, Tapu Fini, Magearna, and Zapdos, for instance",A,OTHER
1423,58,"A +1 paralyzed Dragonite is outsped by defensive Landorus-T, Tyranitar, Tapu Fini, Magearna, and Zapdos, for instance",1,OTHER
1424,58,"A +1 paralyzed Dragonite is outsped by defensive Landorus-T, Tyranitar, Tapu Fini, Magearna, and Zapdos, for instance",paralyzed,OTHER
1425,58,"A +1 paralyzed Dragonite is outsped by defensive Landorus-T, Tyranitar, Tapu Fini, Magearna, and Zapdos, for instance",Dragonite,B-POKEMON
1426,58,"A +1 paralyzed Dragonite is outsped by defensive Landorus-T, Tyranitar, Tapu Fini, Magearna, and Zapdos, for instance",is,OTHER
1427,58,"A +1 paralyzed Dragonite is outsped by defensive Landorus-T, Tyranitar, Tapu Fini, Magearna, and Zapdos, for instance",outsped,OTHER
1428,58,"A +1 paralyzed Dragonite is outsped by defensive Landorus-T, Tyranitar, Tapu Fini, Magearna, and Zapdos, for instance",by,OTHER
1429,58,"A +1 paralyzed Dragonite is outsped by defensive Landorus-T, Tyranitar, Tapu Fini, Magearna, and Zapdos, for instance",defensive,OTHER
1430,58,"A +1 paralyzed Dragonite is outsped by defensive Landorus-T, Tyranitar, Tapu Fini, Magearna, and Zapdos, for instance","Landorus-T,",B-POKEMON
1431,58,"A +1 paralyzed Dragonite is outsped by defensive Landorus-T, Tyranitar, Tapu Fini, Magearna, and Zapdos, for instance","Tyranitar,",B-POKEMON
1432,58,"A +1 paralyzed Dragonite is outsped by defensive Landorus-T, Tyranitar, Tapu Fini, Magearna, and Zapdos, for instance",Tapu,B-POKEMON
1433,58,"A +1 paralyzed Dragonite is outsped by defensive Landorus-T, Tyranitar, Tapu Fini, Magearna, and Zapdos, for instance","Fini,",I-POKEMON
1434,58,"A +1 paralyzed Dragonite is outsped by defensive Landorus-T, Tyranitar, Tapu Fini, Magearna, and Zapdos, for instance","Magearna,",B-POKEMON
1435,58,"A +1 paralyzed Dragonite is outsped by defensive Landorus-T, Tyranitar, Tapu Fini, Magearna, and Zapdos, for instance",and,OTHER
1436,58,"A +1 paralyzed Dragonite is outsped by defensive Landorus-T, Tyranitar, Tapu Fini, Magearna, and Zapdos, for instance","Zapdos,",B-POKEMON
1437,58,"A +1 paralyzed Dragonite is outsped by defensive Landorus-T, Tyranitar, Tapu Fini, Magearna, and Zapdos, for instance",for,OTHER
1438,58,"A +1 paralyzed Dragonite is outsped by defensive Landorus-T, Tyranitar, Tapu Fini, Magearna, and Zapdos, for instance",instance,OTHER
1439,59,"Burn breaks Multiscale and halves Dragonite's attack, leaving it relatively worthless as a breaker and making it difficult to try to accumulate multiple boosts",Burn,B-STATUS
1440,59,"Burn breaks Multiscale and halves Dragonite's attack, leaving it relatively worthless as a breaker and making it difficult to try to accumulate multiple boosts",breaks,OTHER
1441,59,"Burn breaks Multiscale and halves Dragonite's attack, leaving it relatively worthless as a breaker and making it difficult to try to accumulate multiple boosts",Multiscale,B-ABILITY
1442,59,"Burn breaks Multiscale and halves Dragonite's attack, leaving it relatively worthless as a breaker and making it difficult to try to accumulate multiple boosts",and,OTHER
1443,59,"Burn breaks Multiscale and halves Dragonite's attack, leaving it relatively worthless as a breaker and making it difficult to try to accumulate multiple boosts",halves,OTHER
1444,59,"Burn breaks Multiscale and halves Dragonite's attack, leaving it relatively worthless as a breaker and making it difficult to try to accumulate multiple boosts",Dragonite's,B-POKEMON
1445,59,"Burn breaks Multiscale and halves Dragonite's attack, leaving it relatively worthless as a breaker and making it difficult to try to accumulate multiple boosts","attack,",OTHER
1446,59,"Burn breaks Multiscale and halves Dragonite's attack, leaving it relatively worthless as a breaker and making it difficult to try to accumulate multiple boosts",leaving,OTHER
1447,59,"Burn breaks Multiscale and halves Dragonite's attack, leaving it relatively worthless as a breaker and making it difficult to try to accumulate multiple boosts",it,OTHER
1448,59,"Burn breaks Multiscale and halves Dragonite's attack, leaving it relatively worthless as a breaker and making it difficult to try to accumulate multiple boosts",relatively,OTHER
1449,59,"Burn breaks Multiscale and halves Dragonite's attack, leaving it relatively worthless as a breaker and making it difficult to try to accumulate multiple boosts",worthless,OTHER
1450,59,"Burn breaks Multiscale and halves Dragonite's attack, leaving it relatively worthless as a breaker and making it difficult to try to accumulate multiple boosts",as,OTHER
1451,59,"Burn breaks Multiscale and halves Dragonite's attack, leaving it relatively worthless as a breaker and making it difficult to try to accumulate multiple boosts",a,OTHER
1452,59,"Burn breaks Multiscale and halves Dragonite's attack, leaving it relatively worthless as a breaker and making it difficult to try to accumulate multiple boosts",breaker,OTHER
1453,59,"Burn breaks Multiscale and halves Dragonite's attack, leaving it relatively worthless as a breaker and making it difficult to try to accumulate multiple boosts",and,OTHER
1454,59,"Burn breaks Multiscale and halves Dragonite's attack, leaving it relatively worthless as a breaker and making it difficult to try to accumulate multiple boosts",making,OTHER
1455,59,"Burn breaks Multiscale and halves Dragonite's attack, leaving it relatively worthless as a breaker and making it difficult to try to accumulate multiple boosts",it,OTHER
1456,59,"Burn breaks Multiscale and halves Dragonite's attack, leaving it relatively worthless as a breaker and making it difficult to try to accumulate multiple boosts",difficult,OTHER
1457,59,"Burn breaks Multiscale and halves Dragonite's attack, leaving it relatively worthless as a breaker and making it difficult to try to accumulate multiple boosts",to,OTHER
1458,59,"Burn breaks Multiscale and halves Dragonite's attack, leaving it relatively worthless as a breaker and making it difficult to try to accumulate multiple boosts",try,OTHER
1459,59,"Burn breaks Multiscale and halves Dragonite's attack, leaving it relatively worthless as a breaker and making it difficult to try to accumulate multiple boosts",to,OTHER
1460,59,"Burn breaks Multiscale and halves Dragonite's attack, leaving it relatively worthless as a breaker and making it difficult to try to accumulate multiple boosts",accumulate,OTHER
1461,59,"Burn breaks Multiscale and halves Dragonite's attack, leaving it relatively worthless as a breaker and making it difficult to try to accumulate multiple boosts",multiple,OTHER
1462,59,"Burn breaks Multiscale and halves Dragonite's attack, leaving it relatively worthless as a breaker and making it difficult to try to accumulate multiple boosts",boosts,OTHER
1463,60,"Toxic is probably the least detrimental status for Dragonite, but it still leaves it unable to sweep in many cases, relegating it to a purely wallbreaking role",Toxic,B-MOVE
1464,60,"Toxic is probably the least detrimental status for Dragonite, but it still leaves it unable to sweep in many cases, relegating it to a purely wallbreaking role",is,OTHER
1465,60,"Toxic is probably the least detrimental status for Dragonite, but it still leaves it unable to sweep in many cases, relegating it to a purely wallbreaking role",probably,OTHER
1466,60,"Toxic is probably the least detrimental status for Dragonite, but it still leaves it unable to sweep in many cases, relegating it to a purely wallbreaking role",the,OTHER
1467,60,"Toxic is probably the least detrimental status for Dragonite, but it still leaves it unable to sweep in many cases, relegating it to a purely wallbreaking role",least,OTHER
1468,60,"Toxic is probably the least detrimental status for Dragonite, but it still leaves it unable to sweep in many cases, relegating it to a purely wallbreaking role",detrimental,OTHER
1469,60,"Toxic is probably the least detrimental status for Dragonite, but it still leaves it unable to sweep in many cases, relegating it to a purely wallbreaking role",status,OTHER
1470,60,"Toxic is probably the least detrimental status for Dragonite, but it still leaves it unable to sweep in many cases, relegating it to a purely wallbreaking role",for,OTHER
1471,60,"Toxic is probably the least detrimental status for Dragonite, but it still leaves it unable to sweep in many cases, relegating it to a purely wallbreaking role","Dragonite,",B-POKEMON
1472,60,"Toxic is probably the least detrimental status for Dragonite, but it still leaves it unable to sweep in many cases, relegating it to a purely wallbreaking role",but,OTHER
1473,60,"Toxic is probably the least detrimental status for Dragonite, but it still leaves it unable to sweep in many cases, relegating it to a purely wallbreaking role",it,OTHER
1474,60,"Toxic is probably the least detrimental status for Dragonite, but it still leaves it unable to sweep in many cases, relegating it to a purely wallbreaking role",still,OTHER
1475,60,"Toxic is probably the least detrimental status for Dragonite, but it still leaves it unable to sweep in many cases, relegating it to a purely wallbreaking role",leaves,OTHER
1476,60,"Toxic is probably the least detrimental status for Dragonite, but it still leaves it unable to sweep in many cases, relegating it to a purely wallbreaking role",it,OTHER
1477,60,"Toxic is probably the least detrimental status for Dragonite, but it still leaves it unable to sweep in many cases, relegating it to a purely wallbreaking role",unable,OTHER
1478,60,"Toxic is probably the least detrimental status for Dragonite, but it still leaves it unable to sweep in many cases, relegating it to a purely wallbreaking role",to,OTHER
1479,60,"Toxic is probably the least detrimental status for Dragonite, but it still leaves it unable to sweep in many cases, relegating it to a purely wallbreaking role",sweep,OTHER
1480,60,"Toxic is probably the least detrimental status for Dragonite, but it still leaves it unable to sweep in many cases, relegating it to a purely wallbreaking role",in,OTHER
1481,60,"Toxic is probably the least detrimental status for Dragonite, but it still leaves it unable to sweep in many cases, relegating it to a purely wallbreaking role",many,OTHER
1482,60,"Toxic is probably the least detrimental status for Dragonite, but it still leaves it unable to sweep in many cases, relegating it to a purely wallbreaking role","cases,",OTHER
1483,60,"Toxic is probably the least detrimental status for Dragonite, but it still leaves it unable to sweep in many cases, relegating it to a purely wallbreaking role",relegating,OTHER
1484,60,"Toxic is probably the least detrimental status for Dragonite, but it still leaves it unable to sweep in many cases, relegating it to a purely wallbreaking role",it,OTHER
1485,60,"Toxic is probably the least detrimental status for Dragonite, but it still leaves it unable to sweep in many cases, relegating it to a purely wallbreaking role",to,OTHER
1486,60,"Toxic is probably the least detrimental status for Dragonite, but it still leaves it unable to sweep in many cases, relegating it to a purely wallbreaking role",a,OTHER
1487,60,"Toxic is probably the least detrimental status for Dragonite, but it still leaves it unable to sweep in many cases, relegating it to a purely wallbreaking role",purely,OTHER
1488,60,"Toxic is probably the least detrimental status for Dragonite, but it still leaves it unable to sweep in many cases, relegating it to a purely wallbreaking role",wallbreaking,OTHER
1489,60,"Toxic is probably the least detrimental status for Dragonite, but it still leaves it unable to sweep in many cases, relegating it to a purely wallbreaking role",role,OTHER
1490,61,"Landorus-T: Without Roost, Landorus-T can be extremely annoying for Dragonite",Landorus-T:,B-POKEMON
1491,61,"Landorus-T: Without Roost, Landorus-T can be extremely annoying for Dragonite",Without,OTHER
1492,61,"Landorus-T: Without Roost, Landorus-T can be extremely annoying for Dragonite","Roost,",B-MOVE
1493,61,"Landorus-T: Without Roost, Landorus-T can be extremely annoying for Dragonite",Landorus-T,B-POKEMON
1494,61,"Landorus-T: Without Roost, Landorus-T can be extremely annoying for Dragonite",can,OTHER
1495,61,"Landorus-T: Without Roost, Landorus-T can be extremely annoying for Dragonite",be,OTHER
1496,61,"Landorus-T: Without Roost, Landorus-T can be extremely annoying for Dragonite",extremely,OTHER
1497,61,"Landorus-T: Without Roost, Landorus-T can be extremely annoying for Dragonite",annoying,OTHER
1498,61,"Landorus-T: Without Roost, Landorus-T can be extremely annoying for Dragonite",for,OTHER
1499,61,"Landorus-T: Without Roost, Landorus-T can be extremely annoying for Dragonite",Dragonite,B-POKEMON
1500,62,Landorus-T can negate its Attack boosts while breaking Multiscale with U-turn chip or threatening it with Hidden Power Ice,Landorus-T,B-POKEMON
1501,62,Landorus-T can negate its Attack boosts while breaking Multiscale with U-turn chip or threatening it with Hidden Power Ice,can,OTHER
1502,62,Landorus-T can negate its Attack boosts while breaking Multiscale with U-turn chip or threatening it with Hidden Power Ice,negate,OTHER
1503,62,Landorus-T can negate its Attack boosts while breaking Multiscale with U-turn chip or threatening it with Hidden Power Ice,its,OTHER
1504,62,Landorus-T can negate its Attack boosts while breaking Multiscale with U-turn chip or threatening it with Hidden Power Ice,Attack,B-STATS
1505,62,Landorus-T can negate its Attack boosts while breaking Multiscale with U-turn chip or threatening it with Hidden Power Ice,boosts,OTHER
1506,62,Landorus-T can negate its Attack boosts while breaking Multiscale with U-turn chip or threatening it with Hidden Power Ice,while,OTHER
1507,62,Landorus-T can negate its Attack boosts while breaking Multiscale with U-turn chip or threatening it with Hidden Power Ice,breaking,OTHER
1508,62,Landorus-T can negate its Attack boosts while breaking Multiscale with U-turn chip or threatening it with Hidden Power Ice,Multiscale,B-ABILITY
1509,62,Landorus-T can negate its Attack boosts while breaking Multiscale with U-turn chip or threatening it with Hidden Power Ice,with,OTHER
1510,62,Landorus-T can negate its Attack boosts while breaking Multiscale with U-turn chip or threatening it with Hidden Power Ice,U-turn,B-MOVE
1511,62,Landorus-T can negate its Attack boosts while breaking Multiscale with U-turn chip or threatening it with Hidden Power Ice,chip,OTHER
1512,62,Landorus-T can negate its Attack boosts while breaking Multiscale with U-turn chip or threatening it with Hidden Power Ice,or,OTHER
1513,62,Landorus-T can negate its Attack boosts while breaking Multiscale with U-turn chip or threatening it with Hidden Power Ice,threatening,OTHER
1514,62,Landorus-T can negate its Attack boosts while breaking Multiscale with U-turn chip or threatening it with Hidden Power Ice,it,OTHER
1515,62,Landorus-T can negate its Attack boosts while breaking Multiscale with U-turn chip or threatening it with Hidden Power Ice,with,OTHER
1516,62,Landorus-T can negate its Attack boosts while breaking Multiscale with U-turn chip or threatening it with Hidden Power Ice,Hidden,B-MOVE
1517,62,Landorus-T can negate its Attack boosts while breaking Multiscale with U-turn chip or threatening it with Hidden Power Ice,Power,I-MOVE
1518,62,Landorus-T can negate its Attack boosts while breaking Multiscale with U-turn chip or threatening it with Hidden Power Ice,Ice,I-MOVE
1519,63,"Additionally, many sets can set up Stealth Rock, and Choice Scarf sets can revenge kill it with Stone Edge","Additionally,",OTHER
1520,63,"Additionally, many sets can set up Stealth Rock, and Choice Scarf sets can revenge kill it with Stone Edge",many,OTHER
1521,63,"Additionally, many sets can set up Stealth Rock, and Choice Scarf sets can revenge kill it with Stone Edge",sets,OTHER
1522,63,"Additionally, many sets can set up Stealth Rock, and Choice Scarf sets can revenge kill it with Stone Edge",can,OTHER
1523,63,"Additionally, many sets can set up Stealth Rock, and Choice Scarf sets can revenge kill it with Stone Edge",set,OTHER
1524,63,"Additionally, many sets can set up Stealth Rock, and Choice Scarf sets can revenge kill it with Stone Edge",up,OTHER
1525,63,"Additionally, many sets can set up Stealth Rock, and Choice Scarf sets can revenge kill it with Stone Edge",Stealth,B-MOVE
1526,63,"Additionally, many sets can set up Stealth Rock, and Choice Scarf sets can revenge kill it with Stone Edge","Rock,",I-MOVE
1527,63,"Additionally, many sets can set up Stealth Rock, and Choice Scarf sets can revenge kill it with Stone Edge",and,OTHER
1528,63,"Additionally, many sets can set up Stealth Rock, and Choice Scarf sets can revenge kill it with Stone Edge",Choice,B-ITEM
1529,63,"Additionally, many sets can set up Stealth Rock, and Choice Scarf sets can revenge kill it with Stone Edge",Scarf,I-ITEM
1530,63,"Additionally, many sets can set up Stealth Rock, and Choice Scarf sets can revenge kill it with Stone Edge",sets,OTHER
1531,63,"Additionally, many sets can set up Stealth Rock, and Choice Scarf sets can revenge kill it with Stone Edge",can,OTHER
1532,63,"Additionally, many sets can set up Stealth Rock, and Choice Scarf sets can revenge kill it with Stone Edge",revenge,OTHER
1533,63,"Additionally, many sets can set up Stealth Rock, and Choice Scarf sets can revenge kill it with Stone Edge",kill,OTHER
1534,63,"Additionally, many sets can set up Stealth Rock, and Choice Scarf sets can revenge kill it with Stone Edge",it,OTHER
1535,63,"Additionally, many sets can set up Stealth Rock, and Choice Scarf sets can revenge kill it with Stone Edge",with,OTHER
1536,63,"Additionally, many sets can set up Stealth Rock, and Choice Scarf sets can revenge kill it with Stone Edge",Stone,B-MOVE
1537,63,"Additionally, many sets can set up Stealth Rock, and Choice Scarf sets can revenge kill it with Stone Edge",Edge,I-MOVE
1538,64,"Celesteela and Skarmory: Unless Dragonite is running Fire Punch, both Celesteela and the rarer Skarmory wall it hard and can chip it down",Celesteela,B-POKEMON
1539,64,"Celesteela and Skarmory: Unless Dragonite is running Fire Punch, both Celesteela and the rarer Skarmory wall it hard and can chip it down",and,OTHER
1540,64,"Celesteela and Skarmory: Unless Dragonite is running Fire Punch, both Celesteela and the rarer Skarmory wall it hard and can chip it down",Skarmory:,B-POKEMON
1541,64,"Celesteela and Skarmory: Unless Dragonite is running Fire Punch, both Celesteela and the rarer Skarmory wall it hard and can chip it down",Unless,OTHER
1542,64,"Celesteela and Skarmory: Unless Dragonite is running Fire Punch, both Celesteela and the rarer Skarmory wall it hard and can chip it down",Dragonite,B-POKEMON
1543,64,"Celesteela and Skarmory: Unless Dragonite is running Fire Punch, both Celesteela and the rarer Skarmory wall it hard and can chip it down",is,OTHER
1544,64,"Celesteela and Skarmory: Unless Dragonite is running Fire Punch, both Celesteela and the rarer Skarmory wall it hard and can chip it down",running,OTHER
1545,64,"Celesteela and Skarmory: Unless Dragonite is running Fire Punch, both Celesteela and the rarer Skarmory wall it hard and can chip it down",Fire,B-MOVE
1546,64,"Celesteela and Skarmory: Unless Dragonite is running Fire Punch, both Celesteela and the rarer Skarmory wall it hard and can chip it down","Punch,",I-MOVE
1547,64,"Celesteela and Skarmory: Unless Dragonite is running Fire Punch, both Celesteela and the rarer Skarmory wall it hard and can chip it down",both,OTHER
1548,64,"Celesteela and Skarmory: Unless Dragonite is running Fire Punch, both Celesteela and the rarer Skarmory wall it hard and can chip it down",Celesteela,B-POKEMON
1549,64,"Celesteela and Skarmory: Unless Dragonite is running Fire Punch, both Celesteela and the rarer Skarmory wall it hard and can chip it down",and,OTHER
1550,64,"Celesteela and Skarmory: Unless Dragonite is running Fire Punch, both Celesteela and the rarer Skarmory wall it hard and can chip it down",the,OTHER
1551,64,"Celesteela and Skarmory: Unless Dragonite is running Fire Punch, both Celesteela and the rarer Skarmory wall it hard and can chip it down",rarer,OTHER
1552,64,"Celesteela and Skarmory: Unless Dragonite is running Fire Punch, both Celesteela and the rarer Skarmory wall it hard and can chip it down",Skarmory,B-POKEMON
1553,64,"Celesteela and Skarmory: Unless Dragonite is running Fire Punch, both Celesteela and the rarer Skarmory wall it hard and can chip it down",wall,OTHER
1554,64,"Celesteela and Skarmory: Unless Dragonite is running Fire Punch, both Celesteela and the rarer Skarmory wall it hard and can chip it down",it,OTHER
1555,64,"Celesteela and Skarmory: Unless Dragonite is running Fire Punch, both Celesteela and the rarer Skarmory wall it hard and can chip it down",hard,OTHER
1556,64,"Celesteela and Skarmory: Unless Dragonite is running Fire Punch, both Celesteela and the rarer Skarmory wall it hard and can chip it down",and,OTHER
1557,64,"Celesteela and Skarmory: Unless Dragonite is running Fire Punch, both Celesteela and the rarer Skarmory wall it hard and can chip it down",can,OTHER
1558,64,"Celesteela and Skarmory: Unless Dragonite is running Fire Punch, both Celesteela and the rarer Skarmory wall it hard and can chip it down",chip,OTHER
1559,64,"Celesteela and Skarmory: Unless Dragonite is running Fire Punch, both Celesteela and the rarer Skarmory wall it hard and can chip it down",it,OTHER
1560,64,"Celesteela and Skarmory: Unless Dragonite is running Fire Punch, both Celesteela and the rarer Skarmory wall it hard and can chip it down",down,OTHER
1561,65,"Dragonite can attempt to take advantage of Celesteela's poor damage output with Roost, but a mistimed Supersonic Skystrike will leave Dragonite essentially useless against Protect",Dragonite,B-POKEMON
1562,65,"Dragonite can attempt to take advantage of Celesteela's poor damage output with Roost, but a mistimed Supersonic Skystrike will leave Dragonite essentially useless against Protect",can,OTHER
1563,65,"Dragonite can attempt to take advantage of Celesteela's poor damage output with Roost, but a mistimed Supersonic Skystrike will leave Dragonite essentially useless against Protect",attempt,OTHER
1564,65,"Dragonite can attempt to take advantage of Celesteela's poor damage output with Roost, but a mistimed Supersonic Skystrike will leave Dragonite essentially useless against Protect",to,OTHER
1565,65,"Dragonite can attempt to take advantage of Celesteela's poor damage output with Roost, but a mistimed Supersonic Skystrike will leave Dragonite essentially useless against Protect",take,OTHER
1566,65,"Dragonite can attempt to take advantage of Celesteela's poor damage output with Roost, but a mistimed Supersonic Skystrike will leave Dragonite essentially useless against Protect",advantage,OTHER
1567,65,"Dragonite can attempt to take advantage of Celesteela's poor damage output with Roost, but a mistimed Supersonic Skystrike will leave Dragonite essentially useless against Protect",of,OTHER
1568,65,"Dragonite can attempt to take advantage of Celesteela's poor damage output with Roost, but a mistimed Supersonic Skystrike will leave Dragonite essentially useless against Protect",Celesteela's,B-POKEMON
1569,65,"Dragonite can attempt to take advantage of Celesteela's poor damage output with Roost, but a mistimed Supersonic Skystrike will leave Dragonite essentially useless against Protect",poor,OTHER
1570,65,"Dragonite can attempt to take advantage of Celesteela's poor damage output with Roost, but a mistimed Supersonic Skystrike will leave Dragonite essentially useless against Protect",damage,OTHER
1571,65,"Dragonite can attempt to take advantage of Celesteela's poor damage output with Roost, but a mistimed Supersonic Skystrike will leave Dragonite essentially useless against Protect",output,OTHER
1572,65,"Dragonite can attempt to take advantage of Celesteela's poor damage output with Roost, but a mistimed Supersonic Skystrike will leave Dragonite essentially useless against Protect",with,OTHER
1573,65,"Dragonite can attempt to take advantage of Celesteela's poor damage output with Roost, but a mistimed Supersonic Skystrike will leave Dragonite essentially useless against Protect","Roost,",B-MOVE
1574,65,"Dragonite can attempt to take advantage of Celesteela's poor damage output with Roost, but a mistimed Supersonic Skystrike will leave Dragonite essentially useless against Protect",but,OTHER
1575,65,"Dragonite can attempt to take advantage of Celesteela's poor damage output with Roost, but a mistimed Supersonic Skystrike will leave Dragonite essentially useless against Protect",a,OTHER
1576,65,"Dragonite can attempt to take advantage of Celesteela's poor damage output with Roost, but a mistimed Supersonic Skystrike will leave Dragonite essentially useless against Protect",mistimed,OTHER
1577,65,"Dragonite can attempt to take advantage of Celesteela's poor damage output with Roost, but a mistimed Supersonic Skystrike will leave Dragonite essentially useless against Protect",Supersonic,B-MOVE
1578,65,"Dragonite can attempt to take advantage of Celesteela's poor damage output with Roost, but a mistimed Supersonic Skystrike will leave Dragonite essentially useless against Protect",Skystrike,I-MOVE
1579,65,"Dragonite can attempt to take advantage of Celesteela's poor damage output with Roost, but a mistimed Supersonic Skystrike will leave Dragonite essentially useless against Protect",will,OTHER
1580,65,"Dragonite can attempt to take advantage of Celesteela's poor damage output with Roost, but a mistimed Supersonic Skystrike will leave Dragonite essentially useless against Protect",leave,OTHER
1581,65,"Dragonite can attempt to take advantage of Celesteela's poor damage output with Roost, but a mistimed Supersonic Skystrike will leave Dragonite essentially useless against Protect",Dragonite,B-POKEMON
1582,65,"Dragonite can attempt to take advantage of Celesteela's poor damage output with Roost, but a mistimed Supersonic Skystrike will leave Dragonite essentially useless against Protect",essentially,OTHER
1583,65,"Dragonite can attempt to take advantage of Celesteela's poor damage output with Roost, but a mistimed Supersonic Skystrike will leave Dragonite essentially useless against Protect",useless,OTHER
1584,65,"Dragonite can attempt to take advantage of Celesteela's poor damage output with Roost, but a mistimed Supersonic Skystrike will leave Dragonite essentially useless against Protect",against,OTHER
1585,65,"Dragonite can attempt to take advantage of Celesteela's poor damage output with Roost, but a mistimed Supersonic Skystrike will leave Dragonite essentially useless against Protect",Protect,B-MOVE
1586,66,"Unaware: Most Unaware walls are capable of inflicting status on Dragonite or severely damaging it, and none are OHKOed by Supersonic Skystrike, leaving Dragonite nearly helpless against them if they prioritize staying healthy",Unaware:,B-ABILITY
1587,66,"Unaware: Most Unaware walls are capable of inflicting status on Dragonite or severely damaging it, and none are OHKOed by Supersonic Skystrike, leaving Dragonite nearly helpless against them if they prioritize staying healthy",Most,OTHER
1588,66,"Unaware: Most Unaware walls are capable of inflicting status on Dragonite or severely damaging it, and none are OHKOed by Supersonic Skystrike, leaving Dragonite nearly helpless against them if they prioritize staying healthy",Unaware,B-ABILITY
1589,66,"Unaware: Most Unaware walls are capable of inflicting status on Dragonite or severely damaging it, and none are OHKOed by Supersonic Skystrike, leaving Dragonite nearly helpless against them if they prioritize staying healthy",walls,OTHER
1590,66,"Unaware: Most Unaware walls are capable of inflicting status on Dragonite or severely damaging it, and none are OHKOed by Supersonic Skystrike, leaving Dragonite nearly helpless against them if they prioritize staying healthy",are,OTHER
1591,66,"Unaware: Most Unaware walls are capable of inflicting status on Dragonite or severely damaging it, and none are OHKOed by Supersonic Skystrike, leaving Dragonite nearly helpless against them if they prioritize staying healthy",capable,OTHER
1592,66,"Unaware: Most Unaware walls are capable of inflicting status on Dragonite or severely damaging it, and none are OHKOed by Supersonic Skystrike, leaving Dragonite nearly helpless against them if they prioritize staying healthy",of,OTHER
1593,66,"Unaware: Most Unaware walls are capable of inflicting status on Dragonite or severely damaging it, and none are OHKOed by Supersonic Skystrike, leaving Dragonite nearly helpless against them if they prioritize staying healthy",inflicting,OTHER
1594,66,"Unaware: Most Unaware walls are capable of inflicting status on Dragonite or severely damaging it, and none are OHKOed by Supersonic Skystrike, leaving Dragonite nearly helpless against them if they prioritize staying healthy",status,OTHER
1595,66,"Unaware: Most Unaware walls are capable of inflicting status on Dragonite or severely damaging it, and none are OHKOed by Supersonic Skystrike, leaving Dragonite nearly helpless against them if they prioritize staying healthy",on,OTHER
1596,66,"Unaware: Most Unaware walls are capable of inflicting status on Dragonite or severely damaging it, and none are OHKOed by Supersonic Skystrike, leaving Dragonite nearly helpless against them if they prioritize staying healthy",Dragonite,B-POKEMON
1597,66,"Unaware: Most Unaware walls are capable of inflicting status on Dragonite or severely damaging it, and none are OHKOed by Supersonic Skystrike, leaving Dragonite nearly helpless against them if they prioritize staying healthy",or,OTHER
1598,66,"Unaware: Most Unaware walls are capable of inflicting status on Dragonite or severely damaging it, and none are OHKOed by Supersonic Skystrike, leaving Dragonite nearly helpless against them if they prioritize staying healthy",severely,OTHER
1599,66,"Unaware: Most Unaware walls are capable of inflicting status on Dragonite or severely damaging it, and none are OHKOed by Supersonic Skystrike, leaving Dragonite nearly helpless against them if they prioritize staying healthy",damaging,OTHER
