og_#,#,,Name,Type,Total,HP,Attack,Defense,Sp. Atk,Sp.Def,Speed
b'484 Palkia Origin FormeWater Dragon 680 90 100 100 150 120 120',485 HeatranFire Steel 600 91 90 106 130 106 77,,,,,,,484 ,,,
b'484 PalkiaWater Dragon 680 90 120 100 150 120 100',486 RegigigasNormal  670 110 160 110 80 110 100,,,,,,,484 ,,,
b'485 HeatranFire Steel 600 91 90 106 130 106 77',487 Giratina Altered FormeGhost Dragon 680 150 100 120 100 120 90,,,,,,,485 ,,,
b'486 RegigigasNormal  670 110 160 110 80 110 100',487 Giratina Origin FormeGhost Dragon 680 150 120 100 120 100 90,,,,,,,486 ,,,
b'487 Giratina Altered FormeGhost Dragon 680 150 100 120 100 120 90',488 CresseliaPsychic  580 120 70 110 75 120 85,,,,,,,487 ,,,
b'487 Giratina Origin FormeGhost Dragon 680 150 120 100 120 100 90',489 PhioneWater  480 80 80 80 80 80 80,,,,,,,487 ,,,
b'488 CresseliaPsychic  580 120 70 110 75 120 85',490 ManaphyWater  600 100 100 100 100 100 100,,,,,,,488 ,,,
b'489 PhioneWater  480 80 80 80 80 80 80',491 DarkraiDark  600 70 90 90 135 90 125,,,,,,,489 ,,,
b'490 ManaphyWater  600 100 100 100 100 100 100',492 Shaymin Land FormeGrass  600 100 100 100 100 100 100,,,,,,,490 ,,,
b'491 DarkraiDark  600 70 90 90 135 90 125',492 Shaymin Sky FormeGrass Flying 600 100 103 75 120 75 127,,,,,,,491 ,,,
b'492 Shaymin Land FormeGrass  600 100 100 100 100 100 100',493 ArceusNormal  720 120 120 120 120 120 120,,,,,,,492 ,,,
b'492 Shaymin Sky FormeGrass Flying 600 100 103 75 120 75 127',494 VictiniPsychic Fire 600 100 100 100 100 100 100,,,,,,,492 ,,,
b'493 ArceusNormal  720 120 120 120 120 120 120',495 SnivyGrass  308 45 45 55 45 55 63,,,,,,,493 ,,,
b'494 VictiniPsychic Fire 600 100 100 100 100 100 100',496 ServineGrass  413 60 60 75 60 75 83,,,,,,,494 ,,,
b'495 SnivyGrass  308 45 45 55 45 55 63',497 SerperiorGrass  528 75 75 95 75 95 113,,,,,,,495 ,,,
b'496 ServineGrass  413 60 60 75 60 75 83',498 TepigFire  308 65 63 45 45 45 45,,,,,,,496 ,,,
b'497 SerperiorGrass  528 75 75 95 75 95 113',499 PigniteFire Fighting 418 90 93 55 70 55 55,,,,,,,497 ,,,
b'498 TepigFire  308 65 63 45 45 45 45',500 EmboarFire Fighting 528 110 123 65 100 65 65,,,,,,,498 ,,,
b'499 PigniteFire Fighting 418 90 93 55 70 55 55',501 OshawottWater  308 55 55 45 63 45 45,,,,,,,499 ,,,
b'500 EmboarFire Fighting 528 110 123 65 100 65 65',502 DewottWater  413 75 75 60 83 60 60,,,,,,,500 ,,,
b'501 OshawottWater  308 55 55 45 63 45 45',503 Samurott Hisuian SamurottWater Dark 528 90 108 80 100 65 85,,,,,,,501 ,,,
b'502 DewottWater  413 75 75 60 83 60 60',503 SamurottWater  528 95 100 85 108 70 70,,,,,,,502 ,,,
b'503 Samurott Hisuian SamurottWater Dark 528 90 108 80 100 65 85',504 PatratNormal  255 45 55 39 35 39 42,,,,,,,503 ,,,
b'503 SamurottWater  528 95 100 85 108 70 70',505 WatchogNormal  420 60 85 69 60 69 77,,,,,,,503 ,,,
b'504 PatratNormal  255 45 55 39 35 39 42',506 LillipupNormal  275 45 60 45 25 45 55,,,,,,,504 ,,,
b'505 WatchogNormal  420 60 85 69 60 69 77',507 HerdierNormal  370 65 80 65 35 65 60,,,,,,,505 ,,,
b'506 LillipupNormal  275 45 60 45 25 45 55',508 StoutlandNormal  500 85 110 90 45 90 80,,,,,,,506 ,,,
b'507 HerdierNormal  370 65 80 65 35 65 60',509 PurrloinDark  281 41 50 37 50 37 66,,,,,,,507 ,,,
b'508 StoutlandNormal  500 85 110 90 45 90 80',510 LiepardDark  446 64 88 50 88 50 106,,,,,,,508 ,,,
b'509 PurrloinDark  281 41 50 37 50 37 66',511 PansageGrass  316 50 53 48 53 48 64,,,,,,,509 ,,,
b'510 LiepardDark  446 64 88 50 88 50 106',512 SimisageGrass  498 75 98 63 98 63 101,,,,,,,510 ,,,
b'511 PansageGrass  316 50 53 48 53 48 64',513 PansearFire  316 50 53 48 53 48 64,,,,,,,511 ,,,
b'512 SimisageGrass  498 75 98 63 98 63 101',514 SimisearFire  498 75 98 63 98 63 101,,,,,,,512 ,,,
b'513 PansearFire  316 50 53 48 53 48 64',515 PanpourWater  316 50 53 48 53 48 64,,,,,,,513 ,,,
b'514 SimisearFire  498 75 98 63 98 63 101',516 SimipourWater  498 75 98 63 98 63 101,,,,,,,514 ,,,
b'515 PanpourWater  316 50 53 48 53 48 64',517 MunnaPsychic  292 76 25 45 67 55 24,,,,,,,515 ,,,
b'516 SimipourWater  498 75 98 63 98 63 101',518 MusharnaPsychic  487 116 55 85 107 95 29,,,,,,,516 ,,,
b'517 MunnaPsychic  292 76 25 45 67 55 24',519 PidoveNormal Flying 264 50 55 50 36 30 43,,,,,,,517 ,,,
b'518 MusharnaPsychic  487 116 55 85 107 95 29',520 TranquillNormal Flying 358 62 77 62 50 42 65,,,,,,,518 ,,,
b'519 PidoveNormal Flying 264 50 55 50 36 30 43',521 UnfezantNormal Flying 488 80 115 80 65 55 93,,,,,,,519 ,,,
b'520 TranquillNormal Flying 358 62 77 62 50 42 65',522 BlitzleElectric  295 45 60 32 50 32 76,,,,,,,520 ,,,
b'521 UnfezantNormal Flying 488 80 115 80 65 55 93',523 ZebstrikaElectric  497 75 100 63 80 63 116,,,,,,,521 ,,,
b'522 BlitzleElectric  295 45 60 32 50 32 76',524 RoggenrolaRock  280 55 75 85 25 25 15,,,,,,,522 ,,,
b'523 ZebstrikaElectric  497 75 100 63 80 63 116',525 BoldoreRock  390 70 105 105 50 40 20,,,,,,,523 ,,,
b'524 RoggenrolaRock  280 55 75 85 25 25 15',526 GigalithRock  515 85 135 130 60 80 25,,,,,,,524 ,,,
b'525 BoldoreRock  390 70 105 105 50 40 20',527 WoobatPsychic Flying 323 65 45 43 55 43 72,,,,,,,525 ,,,
b'526 GigalithRock  515 85 135 130 60 80 25',528 SwoobatPsychic Flying 425 67 57 55 77 55 114,,,,,,,526 ,,,
b'527 WoobatPsychic Flying 323 65 45 43 55 43 72',529 DrilburGround  328 60 85 40 30 45 68,,,,,,,527 ,,,
b'528 SwoobatPsychic Flying 425 67 57 55 77 55 114',530 ExcadrillGround Steel 508 110 135 60 50 65 88,,,,,,,528 ,,,
b'529 DrilburGround  328 60 85 40 30 45 68',531 AudinoNormal  445 103 60 86 60 86 50,,,,,,,529 ,,,
b'530 ExcadrillGround Steel 508 110 135 60 50 65 88',531 Mega Audino Normal Fairy 545 103 60 126 80 126 50,,,,,,,530 ,,,
b'531 AudinoNormal  445 103 60 86 60 86 50',532 TimburrFighting  305 75 80 55 25 35 35,,,,,,,531 ,,,
b'531 Mega Audino Normal Fairy 545 103 60 126 80 126 50',533 GurdurrFighting  405 85 105 85 40 50 40,,,,,,,531 ,,,
b'532 TimburrFighting  305 75 80 55 25 35 35',534 ConkeldurrFighting  505 105 140 95 55 65 45,,,,,,,532 ,,,
b'533 GurdurrFighting  405 85 105 85 40 50 40',535 TympoleWater  294 50 50 40 50 40 64,,,,,,,533 ,,,
b'534 ConkeldurrFighting  505 105 140 95 55 65 45',536 PalpitoadWater Ground 384 75 65 55 65 55 69,,,,,,,534 ,,,
b'535 TympoleWater  294 50 50 40 50 40 64',537 SeismitoadWater Ground 509 105 95 75 85 75 74,,,,,,,535 ,,,
b'536 PalpitoadWater Ground 384 75 65 55 65 55 69',538 ThrohFighting  465 120 100 85 30 85 45,,,,,,,536 ,,,
b'537 SeismitoadWater Ground 509 105 95 75 85 75 74',539 SawkFighting  465 75 125 75 30 75 85,,,,,,,537 ,,,
b'538 ThrohFighting  465 120 100 85 30 85 45',540 SewaddleBug Grass 310 45 53 70 40 60 42,,,,,,,538 ,,,
b'539 SawkFighting  465 75 125 75 30 75 85',541 SwadloonBug Grass 380 55 63 90 50 80 42,,,,,,,539 ,,,
b'540 SewaddleBug Grass 310 45 53 70 40 60 42',542 LeavannyBug Grass 500 75 103 80 70 80 92,,,,,,,540 ,,,
b'541 SwadloonBug Grass 380 55 63 90 50 80 42',543 VenipedeBug Poison 260 30 45 59 30 39 57,,,,,,,541 ,,,
b'542 LeavannyBug Grass 500 75 103 80 70 80 92',544 WhirlipedeBug Poison 360 40 55 99 40 79 47,,,,,,,542 ,,,
b'543 VenipedeBug Poison 260 30 45 59 30 39 57',545 ScolipedeBug Poison 485 60 100 89 55 69 112,,,,,,,543 ,,,
b'544 WhirlipedeBug Poison 360 40 55 99 40 79 47',546 CottoneeGrass Fairy 280 40 27 60 37 50 66,,,,,,,544 ,,,
b'545 ScolipedeBug Poison 485 60 100 89 55 69 112',547 WhimsicottGrass Fairy 480 60 67 85 77 75 116,,,,,,,545 ,,,
b'546 CottoneeGrass Fairy 280 40 27 60 37 50 66',548 PetililGrass  280 45 35 50 70 50 30,,,,,,,546 ,,,
b'547 WhimsicottGrass Fairy 480 60 67 85 77 75 116',549 Lilligant Hisuian LilligantGrass Fighting 480 70 105 75 50 75 105,,,,,,,547 ,,,
b'548 PetililGrass  280 45 35 50 70 50 30',549 LilligantGrass  480 70 60 75 110 75 90,,,,,,,548 ,,,
b'549 Lilligant Hisuian LilligantGrass Fighting 480 70 105 75 50 75 105',550 Basculin Blue-Striped FormWater  460 70 92 65 80 55 98,,,,,,,549 ,,,
b'549 LilligantGrass  480 70 60 75 110 75 90',550 Basculin Red-Striped FormWater  460 70 92 65 80 55 98,,,,,,,549 ,,,
b'550 Basculin Blue-Striped FormWater  460 70 92 65 80 55 98',550 Basculin White-Striped FormWater  460 70 92 65 80 55 98,,,,,,,550 ,,,
b'550 Basculin Red-Striped FormWater  460 70 92 65 80 55 98',551 SandileGround Dark 292 50 72 35 35 35 65,,,,,,,550 ,,,
b'550 Basculin White-Striped FormWater  460 70 92 65 80 55 98',552 KrokorokGround Dark 351 60 82 45 45 45 74,,,,,,,550 ,,,
b'551 SandileGround Dark 292 50 72 35 35 35 65',553 KrookodileGround Dark 519 95 117 80 65 70 92,,,,,,,551 ,,,
b'552 KrokorokGround Dark 351 60 82 45 45 45 74',554 Darumaka Galarian DarumakaIce  315 70 90 45 15 45 50,,,,,,,552 ,,,
b'553 KrookodileGround Dark 519 95 117 80 65 70 92',554 DarumakaFire  315 70 90 45 15 45 50,,,,,,,553 ,,,
b'554 Darumaka Galarian DarumakaIce  315 70 90 45 15 45 50',555 Darmanitan Galarian Standard ModeIce  480 105 140 55 30 55 95,,,,,,,554 ,,,
b'554 DarumakaFire  315 70 90 45 15 45 50',555 Darmanitan Galarian Zen ModeIce Fire 540 105 160 55 30 55 135,,,,,,,554 ,,,
b'555 Darmanitan Galarian Standard ModeIce  480 105 140 55 30 55 95',555 Darmanitan Standard ModeFire  480 105 140 55 30 55 95,,,,,,,555 ,,,
b'555 Darmanitan Galarian Zen ModeIce Fire 540 105 160 55 30 55 135',555 Darmanitan Zen ModeFire Psychic 540 105 30 105 140 105 55,,,,,,,555 ,,,
b'555 Darmanitan Standard ModeFire  480 105 140 55 30 55 95',556 MaractusGrass  461 75 86 67 106 67 60,,,,,,,555 ,,,
b'555 Darmanitan Zen ModeFire Psychic 540 105 30 105 140 105 55',557 DwebbleBug Rock 325 50 65 85 35 35 55,,,,,,,555 ,,,
b'556 MaractusGrass  461 75 86 67 106 67 60',558 CrustleBug Rock 485 70 105 125 65 75 45,,,,,,,556 ,,,
b'557 DwebbleBug Rock 325 50 65 85 35 35 55',559 ScraggyDark Fighting 348 50 75 70 35 70 48,,,,,,,557 ,,,
b'558 CrustleBug Rock 485 70 105 125 65 75 45',560 ScraftyDark Fighting 488 65 90 115 45 115 58,,,,,,,558 ,,,
b'559 ScraggyDark Fighting 348 50 75 70 35 70 48',561 SigilyphPsychic Flying 490 72 58 80 103 80 97,,,,,,,559 ,,,
b'560 ScraftyDark Fighting 488 65 90 115 45 115 58',562 Yamask Galarian YamaskGround Ghost 303 38 55 85 30 65 30,,,,,,,560 ,,,
b'561 SigilyphPsychic Flying 490 72 58 80 103 80 97',562 YamaskGhost  303 38 30 85 55 65 30,,,,,,,561 ,,,
b'562 Yamask Galarian YamaskGround Ghost 303 38 55 85 30 65 30',563 CofagrigusGhost  483 58 50 145 95 105 30,,,,,,,562 ,,,
b'562 YamaskGhost  303 38 30 85 55 65 30',564 TirtougaWater Rock 355 54 78 103 53 45 22,,,,,,,562 ,,,
b'563 CofagrigusGhost  483 58 50 145 95 105 30',565 CarracostaWater Rock 495 74 108 133 83 65 32,,,,,,,563 ,,,
b'564 TirtougaWater Rock 355 54 78 103 53 45 22',566 ArchenRock Flying 401 55 112 45 74 45 70,,,,,,,564 ,,,
b'565 CarracostaWater Rock 495 74 108 133 83 65 32',567 ArcheopsRock Flying 567 75 140 65 112 65 110,,,,,,,565 ,,,
b'566 ArchenRock Flying 401 55 112 45 74 45 70',568 TrubbishPoison  329 50 50 62 40 62 65,,,,,,,566 ,,,
b'567 ArcheopsRock Flying 567 75 140 65 112 65 110',569 GarbodorPoison  474 80 95 82 60 82 75,,,,,,,567 ,,,
b'568 TrubbishPoison  329 50 50 62 40 62 65',570 Zorua Hisuian ZoruaNormal Ghost 330 35 60 40 85 40 70,,,,,,,568 ,,,
b'569 GarbodorPoison  474 80 95 82 60 82 75',570 ZoruaDark  330 40 65 40 80 40 65,,,,,,,569 ,,,
b'570 Zorua Hisuian ZoruaNormal Ghost 330 35 60 40 85 40 70',571 Zoroark Hisuian ZoroarkNormal Ghost 510 60 105 60 120 60 105,,,,,,,570 ,,,
b'570 ZoruaDark  330 40 65 40 80 40 65',571 ZoroarkDark  510 60 105 60 120 60 105,,,,,,,570 ,,,
b'571 Zoroark Hisuian ZoroarkNormal Ghost 510 60 105 60 120 60 105',572 MinccinoNormal  300 55 50 40 40 40 75,,,,,,,571 ,,,
b'571 ZoroarkDark  510 60 105 60 120 60 105',573 CinccinoNormal  470 75 95 60 65 60 115,,,,,,,571 ,,,
b'572 MinccinoNormal  300 55 50 40 40 40 75',574 GothitaPsychic  290 45 30 50 55 65 45,,,,,,,572 ,,,
b'573 CinccinoNormal  470 75 95 60 65 60 115',575 GothoritaPsychic  390 60 45 70 75 85 55,,,,,,,573 ,,,
b'574 GothitaPsychic  290 45 30 50 55 65 45',576 GothitellePsychic  490 70 55 95 95 110 65,,,,,,,574 ,,,
b'575 GothoritaPsychic  390 60 45 70 75 85 55',577 SolosisPsychic  290 45 30 40 105 50 20,,,,,,,575 ,,,
b'576 GothitellePsychic  490 70 55 95 95 110 65',578 DuosionPsychic  370 65 40 50 125 60 30,,,,,,,576 ,,,
b'577 SolosisPsychic  290 45 30 40 105 50 20',579 ReuniclusPsychic  490 110 65 75 125 85 30,,,,,,,577 ,,,
b'578 DuosionPsychic  370 65 40 50 125 60 30',580 DucklettWater Flying 305 62 44 50 44 50 55,,,,,,,578 ,,,
b'579 ReuniclusPsychic  490 110 65 75 125 85 30',581 SwannaWater Flying 473 75 87 63 87 63 98,,,,,,,579 ,,,
b'580 DucklettWater Flying 305 62 44 50 44 50 55',582 VanilliteIce  305 36 50 50 65 60 44,,,,,,,580 ,,,
b'581 SwannaWater Flying 473 75 87 63 87 63 98',583 VanillishIce  395 51 65 65 80 75 59,,,,,,,581 ,,,
b'582 VanilliteIce  305 36 50 50 65 60 44',584 VanilluxeIce  535 71 95 85 110 95 79,,,,,,,582 ,,,
b'583 VanillishIce  395 51 65 65 80 75 59',585 DeerlingNormal Grass 335 60 60 50 40 50 75,,,,,,,583 ,,,
b'584 VanilluxeIce  535 71 95 85 110 95 79',586 SawsbuckNormal Grass 475 80 100 70 60 70 95,,,,,,,584 ,,,
b'585 DeerlingNormal Grass 335 60 60 50 40 50 75',587 EmolgaElectric Flying 428 55 75 60 75 60 103,,,,,,,585 ,,,
b'586 SawsbuckNormal Grass 475 80 100 70 60 70 95',588 KarrablastBug  315 50 75 45 40 45 60,,,,,,,586 ,,,
b'587 EmolgaElectric Flying 428 55 75 60 75 60 103',589 EscavalierBug Steel 495 70 135 105 60 105 20,,,,,,,587 ,,,
b'588 KarrablastBug  315 50 75 45 40 45 60',590 FoongusGrass Poison 294 69 55 45 55 55 15,,,,,,,588 ,,,
b'589 EscavalierBug Steel 495 70 135 105 60 105 20',591 AmoongussGrass Poison 464 114 85 70 85 80 30,,,,,,,589 ,,,
b'590 FoongusGrass Poison 294 69 55 45 55 55 15',592 FrillishWater Ghost 335 55 40 50 65 85 40,,,,,,,590 ,,,
b'591 AmoongussGrass Poison 464 114 85 70 85 80 30',593 JellicentWater Ghost 480 100 60 70 85 105 60,,,,,,,591 ,,,
b'592 FrillishWater Ghost 335 55 40 50 65 85 40',594 AlomomolaWater  470 165 75 80 40 45 65,,,,,,,592 ,,,
b'593 JellicentWater Ghost 480 100 60 70 85 105 60',595 JoltikBug Electric 319 50 47 50 57 50 65,,,,,,,593 ,,,
b'594 AlomomolaWater  470 165 75 80 40 45 65',596 GalvantulaBug Electric 472 70 77 60 97 60 108,,,,,,,594 ,,,
b'595 JoltikBug Electric 319 50 47 50 57 50 65',597 FerroseedGrass Steel 305 44 50 91 24 86 10,,,,,,,595 ,,,
b'596 GalvantulaBug Electric 472 70 77 60 97 60 108',598 FerrothornGrass Steel 489 74 94 131 54 116 20,,,,,,,596 ,,,
b'597 FerroseedGrass Steel 305 44 50 91 24 86 10',599 KlinkSteel  300 40 55 70 45 60 30,,,,,,,597 ,,,
b'598 FerrothornGrass Steel 489 74 94 131 54 116 20',600 KlangSteel  440 60 80 95 70 85 50,,,,,,,598 ,,,
b'599 KlinkSteel  300 40 55 70 45 60 30',601 KlinklangSteel  520 60 100 115 70 85 90,,,,,,,599 ,,,
b'600 KlangSteel  440 60 80 95 70 85 50',602 TynamoElectric  275 35 55 40 45 40 60,,,,,,,600 ,,,
b'601 KlinklangSteel  520 60 100 115 70 85 90',603 EelektrikElectric  405 65 85 70 75 70 40,,,,,,,601 ,,,
b'602 TynamoElectric  275 35 55 40 45 40 60',604 EelektrossElectric  515 85 115 80 105 80 50,,,,,,,602 ,,,
b'603 EelektrikElectric  405 65 85 70 75 70 40',605 ElgyemPsychic  335 55 55 55 85 55 30,,,,,,,603 ,,,
b'604 EelektrossElectric  515 85 115 80 105 80 50',606 BeheeyemPsychic  485 75 75 75 125 95 40,,,,,,,604 ,,,
b'605 ElgyemPsychic  335 55 55 55 85 55 30',607 LitwickGhost Fire 275 50 30 55 65 55 20,,,,,,,605 ,,,
b'606 BeheeyemPsychic  485 75 75 75 125 95 40',608 LampentGhost Fire 370 60 40 60 95 60 55,,,,,,,606 ,,,
b'607 LitwickGhost Fire 275 50 30 55 65 55 20',609 ChandelureGhost Fire 520 60 55 90 145 90 80,,,,,,,607 ,,,
b'608 LampentGhost Fire 370 60 40 60 95 60 55',610 AxewDragon  320 46 87 60 30 40 57,,,,,,,608 ,,,
b'609 ChandelureGhost Fire 520 60 55 90 145 90 80',611 FraxureDragon  410 66 117 70 40 50 67,,,,,,,609 ,,,
b'610 AxewDragon  320 46 87 60 30 40 57',612 HaxorusDragon  540 76 147 90 60 70 97,,,,,,,610 ,,,
b'611 FraxureDragon  410 66 117 70 40 50 67',613 CubchooIce  305 55 70 40 60 40 40,,,,,,,611 ,,,
b'612 HaxorusDragon  540 76 147 90 60 70 97',614 BearticIce  505 95 130 80 70 80 50,,,,,,,612 ,,,
b'613 CubchooIce  305 55 70 40 60 40 40',615 CryogonalIce  515 80 50 50 95 135 105,,,,,,,613 ,,,
b'614 BearticIce  505 95 130 80 70 80 50',616 ShelmetBug  305 50 40 85 40 65 25,,,,,,,614 ,,,
b'615 CryogonalIce  515 80 50 50 95 135 105',617 AccelgorBug  495 80 70 40 100 60 145,,,,,,,615 ,,,
b'616 ShelmetBug  305 50 40 85 40 65 25',618 Stunfisk Galarian StunfiskGround Steel 471 109 81 99 66 84 32,,,,,,,616 ,,,
b'617 AccelgorBug  495 80 70 40 100 60 145',618 StunfiskGround Electric 471 109 66 84 81 99 32,,,,,,,617 ,,,
b'618 Stunfisk Galarian StunfiskGround Steel 471 109 81 99 66 84 32',619 MienfooFighting  350 45 85 50 55 50 65,,,,,,,618 ,,,
b'618 StunfiskGround Electric 471 109 66 84 81 99 32',620 MienshaoFighting  510 65 125 60 95 60 105,,,,,,,618 ,,,
b'619 MienfooFighting  350 45 85 50 55 50 65',621 DruddigonDragon  485 77 120 90 60 90 48,,,,,,,619 ,,,
b'620 MienshaoFighting  510 65 125 60 95 60 105',622 GolettGround Ghost 303 59 74 50 35 50 35,,,,,,,620 ,,,
b'621 DruddigonDragon  485 77 120 90 60 90 48',623 GolurkGround Ghost 483 89 124 80 55 80 55,,,,,,,621 ,,,
b'622 GolettGround Ghost 303 59 74 50 35 50 35',624 PawniardDark Steel 340 45 85 70 40 40 60,,,,,,,622 ,,,
b'623 GolurkGround Ghost 483 89 124 80 55 80 55',625 BisharpDark Steel 490 65 125 100 60 70 70,,,,,,,623 ,,,
b'624 PawniardDark Steel 340 45 85 70 40 40 60',626 BouffalantNormal  490 95 110 95 40 95 55,,,,,,,624 ,,,
b'625 BisharpDark Steel 490 65 125 100 60 70 70',627 RuffletNormal Flying 350 70 83 50 37 50 60,,,,,,,625 ,,,
b'626 BouffalantNormal  490 95 110 95 40 95 55',628 Braviary Hisuian BraviaryPsychic Flying 510 110 83 70 112 70 65,,,,,,,626 ,,,
b'627 RuffletNormal Flying 350 70 83 50 37 50 60',628 BraviaryNormal Flying 510 100 123 75 57 75 80,,,,,,,627 ,,,
b'628 Braviary Hisuian BraviaryPsychic Flying 510 110 83 70 112 70 65',629 VullabyDark Flying 370 70 55 75 45 65 60,,,,,,,628 ,,,
b'628 BraviaryNormal Flying 510 100 123 75 57 75 80',630 MandibuzzDark Flying 510 110 65 105 55 95 80,,,,,,,628 ,,,
b'629 VullabyDark Flying 370 70 55 75 45 65 60',631 HeatmorFire  484 85 97 66 105 66 65,,,,,,,629 ,,,
b'630 MandibuzzDark Flying 510 110 65 105 55 95 80',632 DurantBug Steel 484 58 109 112 48 48 109,,,,,,,630 ,,,
b'631 HeatmorFire  484 85 97 66 105 66 65',633 DeinoDark Dragon 300 52 65 50 45 50 38,,,,,,,631 ,,,
b'632 DurantBug Steel 484 58 109 112 48 48 109',634 ZweilousDark Dragon 420 72 85 70 65 70 58,,,,,,,632 ,,,
b'633 DeinoDark Dragon 300 52 65 50 45 50 38',635 HydreigonDark Dragon 600 92 105 90 125 90 98,,,,,,,633 ,,,
b'634 ZweilousDark Dragon 420 72 85 70 65 70 58',636 LarvestaBug Fire 360 55 85 55 50 55 60,,,,,,,634 ,,,
b'635 HydreigonDark Dragon 600 92 105 90 125 90 98',637 VolcaronaBug Fire 550 85 60 65 135 105 100,,,,,,,635 ,,,
b'636 LarvestaBug Fire 360 55 85 55 50 55 60',638 CobalionSteel Fighting 580 91 90 129 90 72 108,,,,,,,636 ,,,
b'637 VolcaronaBug Fire 550 85 60 65 135 105 100',639 TerrakionRock Fighting 580 91 129 90 72 90 108,,,,,,,637 ,,,
b'638 CobalionSteel Fighting 580 91 90 129 90 72 108',640 VirizionGrass Fighting 580 91 90 72 90 129 108,,,,,,,638 ,,,
b'639 TerrakionRock Fighting 580 91 129 90 72 90 108',641 Tornadus Incarnate FormeFlying  580 79 115 70 125 80 111,,,,,,,639 ,,,
b'640 VirizionGrass Fighting 580 91 90 72 90 129 108',641 Tornadus Therian FormeFlying  580 79 100 80 110 90 121,,,,,,,640 ,,,
b'641 Tornadus Incarnate FormeFlying  580 79 115 70 125 80 111',642 Thundurus Incarnate FormeElectric Flying 580 79 115 70 125 80 111,,,,,,,641 ,,,
b'641 Tornadus Therian FormeFlying  580 79 100 80 110 90 121',642 Thundurus Therian FormeElectric Flying 580 79 105 70 145 80 101,,,,,,,641 ,,,
b'642 Thundurus Incarnate FormeElectric Flying 580 79 115 70 125 80 111',643 ReshiramDragon Fire 680 100 120 100 150 120 90,,,,,,,642 ,,,
b'642 Thundurus Therian FormeElectric Flying 580 79 105 70 145 80 101',644 ZekromDragon Electric 680 100 150 120 120 100 90,,,,,,,642 ,,,
b'643 ReshiramDragon Fire 680 100 120 100 150 120 90',645 Landorus Incarnate FormeGround Flying 600 89 125 90 115 80 101,,,,,,,643 ,,,
b'644 ZekromDragon Electric 680 100 150 120 120 100 90',645 Landorus Therian FormeGround Flying 600 89 145 90 105 80 91,,,,,,,644 ,,,
b'645 Landorus Incarnate FormeGround Flying 600 89 125 90 115 80 101',646 Kyurem Black KyuremDragon Ice 700 125 170 100 120 90 95,,,,,,,645 ,,,
b'645 Landorus Therian FormeGround Flying 600 89 145 90 105 80 91',646 Kyurem White KyuremDragon Ice 700 125 120 90 170 100 95,,,,,,,645 ,,,
b'646 Kyurem Black KyuremDragon Ice 700 125 170 100 120 90 95',646 KyuremDragon Ice 660 125 130 90 130 90 95,,,,,,,646 ,,,
b'646 Kyurem White KyuremDragon Ice 700 125 120 90 170 100 95',647 Keldeo Ordinary FormWater Fighting 580 91 72 90 129 90 108,,,,,,,646 ,,,
b'646 KyuremDragon Ice 660 125 130 90 130 90 95',647 Keldeo Resolute FormWater Fighting 580 91 72 90 129 90 108,,,,,,,646 ,,,
b'647 Keldeo Ordinary FormWater Fighting 580 91 72 90 129 90 108',648 Meloetta Aria FormeNormal Psychic 600 100 77 77 128 128 90,,,,,,,647 ,,,
b'647 Keldeo Resolute FormWater Fighting 580 91 72 90 129 90 108',648 Meloetta Pirouette FormeNormal Fighting 600 100 128 90 77 77 128,,,,,,,647 ,,,
b'648 Meloetta Aria FormeNormal Psychic 600 100 77 77 128 128 90',649 GenesectBug Steel 600 71 120 95 120 95 99,,,,,,,648 ,,,
b'648 Meloetta Pirouette FormeNormal Fighting 600 100 128 90 77 77 128',650 ChespinGrass  313 56 61 65 48 45 38,,,,,,,648 ,,,
b'649 GenesectBug Steel 600 71 120 95 120 95 99',651 QuilladinGrass  405 61 78 95 56 58 57,,,,,,,649 ,,,
b'650 ChespinGrass  313 56 61 65 48 45 38',652 ChesnaughtGrass Fighting 530 88 107 122 74 75 64,,,,,,,650 ,,,
b'651 QuilladinGrass  405 61 78 95 56 58 57',653 FennekinFire  307 40 45 40 62 60 60,,,,,,,651 ,,,
b'652 ChesnaughtGrass Fighting 530 88 107 122 74 75 64',654 BraixenFire  409 59 59 58 90 70 73,,,,,,,652 ,,,
b'653 FennekinFire  307 40 45 40 62 60 60',655 DelphoxFire Psychic 534 75 69 72 114 100 104,,,,,,,653 ,,,
b'654 BraixenFire  409 59 59 58 90 70 73',656 FroakieWater  314 41 56 40 62 44 71,,,,,,,654 ,,,
b'655 DelphoxFire Psychic 534 75 69 72 114 100 104',657 FrogadierWater  405 54 63 52 83 56 97,,,,,,,655 ,,,
b'656 FroakieWater  314 41 56 40 62 44 71',658 Greninja Ash-GreninjaWater Dark 640 72 145 67 153 71 132,,,,,,,656 ,,,
b'657 FrogadierWater  405 54 63 52 83 56 97',658 GreninjaWater Dark 530 72 95 67 103 71 122,,,,,,,657 ,,,
b'658 Greninja Ash-GreninjaWater Dark 640 72 145 67 153 71 132',659 BunnelbyNormal  237 38 36 38 32 36 57,,,,,,,658 ,,,
b'658 GreninjaWater Dark 530 72 95 67 103 71 122',660 DiggersbyNormal Ground 423 85 56 77 50 77 78,,,,,,,658 ,,,
b'659 BunnelbyNormal  237 38 36 38 32 36 57',661 FletchlingNormal Flying 278 45 50 43 40 38 62,,,,,,,659 ,,,
